command,kind,type,default,prefix,module,platform_text,runtime_editable,startup_only,in_default_engine,in_scalability,scalability_group,scalability_sections,usage,help,flags
fx.Cascade.MeshRenderingEnabled,CVar,string,,fx,渲染管线,All,true,false,false,false,false,,`fx.Cascade.MeshRenderingEnabled=<值>` / `fx.Cascade.MeshRenderingEnabled <值>` 或 INI 中配置,Controls if mesh rendering is enabled for Cascade,ECVF_Default
fx.Cascade.SetTemplateDenyList,CVar,string,,fx,通用,All,true,false,false,false,true,,`fx.Cascade.SetTemplateDenyList=<值>` / `fx.Cascade.SetTemplateDenyList <值>` 或 INI 中配置,"Set the template deny List to use. (i.e. P_SystemA,P_SystemB)",ECVF_Scalability | ECVF_Default
fx.Cascade.SkipZeroDeltaTime,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Cascade.SkipZeroDeltaTime=<值>` / `fx.Cascade.SkipZeroDeltaTime <值>` 或 INI 中配置,When enabled a delta tick time of nearly 0.0 will cause us to skip the component update.\n,ECVF_Default
fx.Cascade.SpriteRenderingEnabled,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Cascade.SpriteRenderingEnabled=<值>` / `fx.Cascade.SpriteRenderingEnabled <值>` 或 INI 中配置,Controls if sprite rendering is enabled for Cascade,ECVF_Default
fx.Cascade.TrailRenderingEnabled,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Cascade.TrailRenderingEnabled=<值>` / `fx.Cascade.TrailRenderingEnabled <值>` 或 INI 中配置,Controls if trail rendering is enabled for Cascade,ECVF_Default
fx.Cascade.UseVelocityForMotionBlur,CVar,bool,true,fx,后处理,All,true,false,false,false,false,,`fx.Cascade.UseVelocityForMotionBlur=<值>` / `fx.Cascade.UseVelocityForMotionBlur <值>` 或 INI 中配置,When enabled velocity will be used to approximate velocity for vertex factories that support this.,
fx.DeferrPSCDeactivation,CVar,string,,fx,通用,All,true,false,false,false,true,,`fx.DeferrPSCDeactivation=<值>` / `fx.DeferrPSCDeactivation <值>` 或 INI 中配置,"If > 0, all deactivations on Particle System Components is deferred until next tick.",ECVF_Scalability
fx.DetailedCSVStats,CVar,bool,false,fx,材质,All,true,false,false,false,false,,`fx.DetailedCSVStats=<值>` / `fx.DetailedCSVStats <值>` 或 INI 中配置,"If true, we write detailed partilce stats to the CSV profiler.",ECVF_Default | ECVF_RenderThreadSafe
fx.DumpCompileIdDataForAsset,Command,string,,fx,后处理,All,true,false,false,false,false,,`fx.DumpCompileIdDataForAsset`（可带参数，具体见帮助说明）,Dumps data relevant to generating the compile id for an asset.,
fx.DumpEmitterDepencenciesInFolder,Command,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.DumpEmitterDepencenciesInFolder`（可带参数，具体见帮助说明）,Dumps emitter dependencies for all systems in the supplied folder and sub-folders.,
fx.DumpGraphKeyGen,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.DumpGraphKeyGen=<值>` / `fx.DumpGraphKeyGen <值>` 或 INI 中配置,If > 0 the key generation will be dumped to the log. \n,ECVF_Default
fx.DumpNiagaraScalabilityState,Command,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.DumpNiagaraScalabilityState`（可带参数，具体见帮助说明）,Dumps state information for all Niagara Scalability Mangers.,
fx.DumpParticleData,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.DumpParticleData=<值>` / `fx.DumpParticleData <值>` 或 INI 中配置,If > 0 current frame particle data will be dumped after simulation. \n,ECVF_Default
fx.DumpParticleParameterStores,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.DumpParticleParameterStores=<值>` / `fx.DumpParticleParameterStores <值>` 或 INI 中配置,If > 0 current frame particle parameter stores will be dumped when updated. \n,ECVF_Default
fx.DumpPSCPoolInfo,Command,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.DumpPSCPoolInfo`（可带参数，具体见帮助说明）,Dump Particle System Pooling Info,
fx.DumpPSCTickStateInfo,Command,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.DumpPSCTickStateInfo`（可带参数，具体见帮助说明）,Dumps state information for all current Particle System Components.,
fx.DumpRapidIterationParametersForAsset,Command,string,,fx,后处理,All,true,false,false,false,false,,`fx.DumpRapidIterationParametersForAsset`（可带参数，具体见帮助说明）,Dumps the values of the rapid iteration parameters for the specified asset by path.,
fx.DumpSystemData,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.DumpSystemData=<值>` / `fx.DumpSystemData <值>` 或 INI 中配置,"If > 0, results of system simulations will be dumped to the log. \n",ECVF_Default
fx.DumpVMIR,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.DumpVMIR=<值>` / `fx.DumpVMIR <值>` 或 INI 中配置,If > 0 verbose logging is enabled for the vm compiler backend. \n,ECVF_Default
fx.EnableCircularAnimTrailDump,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.EnableCircularAnimTrailDump=<值>` / `fx.EnableCircularAnimTrailDump <值>` 或 INI 中配置,Controls logging for when circular links are discovered in anim trails.\n0 = No logging.\n1 = Minimal logging.\n2 = Verbose logging.,ECVF_Default
fx.EnableEmitterMergeChangeIdLogging,CVar,string,,fx,GI,All,true,false,false,false,false,,`fx.EnableEmitterMergeChangeIdLogging=<值>` / `fx.EnableEmitterMergeChangeIdLogging <值>` 或 INI 中配置,If > 0 verbose change id information will be logged to help with debuggin merge issues. \n,ECVF_Default
fx.EnableNiagaraCRHandler,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.EnableNiagaraCRHandler=<值>` / `fx.EnableNiagaraCRHandler <值>` 或 INI 中配置,If > 0 Niagara will push some state into the crash reporter. This is not free so should not be used unless actively tracking a crash in the wild. Even then it should only be enabled on the platforms needed etc. \n,ECVF_Default
fx.EnableNiagaraLightRendering,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.EnableNiagaraLightRendering=<值>` / `fx.EnableNiagaraLightRendering <值>` 或 INI 中配置,If false Niagara Light Renderers are disabled.,ECVF_Default
fx.EnableNiagaraMeshRendering,CVar,string,,fx,渲染管线,All,true,false,false,false,false,,`fx.EnableNiagaraMeshRendering=<值>` / `fx.EnableNiagaraMeshRendering <值>` 或 INI 中配置,If false Niagara Mesh Renderers are disabled.,ECVF_Default
fx.EnableNiagaraRibbonRendering,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.EnableNiagaraRibbonRendering=<值>` / `fx.EnableNiagaraRibbonRendering <值>` 或 INI 中配置,If false Niagara Ribbon Renderers are disabled.,ECVF_Default
fx.EnableNiagaraRuntimeCycleCounts,CVar,string,,fx,通用,All,false,true,false,false,false,,`fx.EnableNiagaraRuntimeCycleCounts=<值>` / `fx.EnableNiagaraRuntimeCycleCounts <值>` 或 INI 中配置,Toggle for runtime cylce counts tracking Niagara's frame time. \n,ECVF_ReadOnly
fx.EnableNiagaraSpriteRendering,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.EnableNiagaraSpriteRendering=<值>` / `fx.EnableNiagaraSpriteRendering <值>` 或 INI 中配置,If false Niagara Sprite Renderers are disabled.,ECVF_Default
fx.EnableVerboseNiagaraChangeIdLogging,CVar,string,,fx,GI,All,true,false,false,false,false,,`fx.EnableVerboseNiagaraChangeIdLogging=<值>` / `fx.EnableVerboseNiagaraChangeIdLogging <值>` 或 INI 中配置,If > 0 Verbose change id logging info will be printed. \n,ECVF_Default
fx.ExecVMScripts,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.ExecVMScripts=<值>` / `fx.ExecVMScripts <值>` 或 INI 中配置,"If > 0 VM scripts will be executed, otherwise they won't, useful for looking at the bytecode for a crashing compiled script. \n",ECVF_Default
fx.ForceCompileOnLoad,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.ForceCompileOnLoad=<值>` / `fx.ForceCompileOnLoad <值>` 或 INI 中配置,If > 0 emitters will be forced to compile on load. \n,ECVF_Default
fx.ForceExecVMPath,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.ForceExecVMPath=<值>` / `fx.ForceExecVMPath <值>` 或 INI 中配置,"If < 0, the legacy VM path will be used, if > 0 the experimental version will be used, and the default if 0. \n",ECVF_Default
fx.ForceFailIfPreviouslyNotSetOnMerge,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.ForceFailIfPreviouslyNotSetOnMerge=<值>` / `fx.ForceFailIfPreviouslyNotSetOnMerge <值>` 或 INI 中配置,,ECVF_Default
fx.ForceMergeOnLoad,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.ForceMergeOnLoad=<值>` / `fx.ForceMergeOnLoad <值>` 或 INI 中配置,If > 0 emitters will be forced to merge on load. \n,ECVF_Default
fx.ForceNiagaraCacheDump,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.ForceNiagaraCacheDump=<值>` / `fx.ForceNiagaraCacheDump <值>` 或 INI 中配置,If > 0 all cached graph traversal data will be dumped \n,ECVF_Default
fx.ForceNiagaraCompileToFail,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.ForceNiagaraCompileToFail=<值>` / `fx.ForceNiagaraCompileToFail <值>` 或 INI 中配置,"If > 0 emitters will go through the motions of a compile, but will never set valid bytecode. \n",ECVF_Default
fx.ForceNiagaraSpawnAttachedSolo,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.ForceNiagaraSpawnAttachedSolo=<值>` / `fx.ForceNiagaraSpawnAttachedSolo <值>` 或 INI 中配置,If > 0 Niagara systems which are spawned attached will be force to spawn in solo mode for debugging.\n,ECVF_Default
fx.ForceNiagaraTranslatorDump,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.ForceNiagaraTranslatorDump=<值>` / `fx.ForceNiagaraTranslatorDump <值>` 或 INI 中配置,If > 0 all translation generated HLSL will be dumped \n,ECVF_Default
fx.ForceNiagaraTranslatorSingleThreaded,CVar,string,,fx,RHI/底层渲染接口,All,true,false,false,false,false,,`fx.ForceNiagaraTranslatorSingleThreaded=<值>` / `fx.ForceNiagaraTranslatorSingleThreaded <值>` 或 INI 中配置,"If > 0 all translation will occur one at a time, useful for debugging. \n",ECVF_Default
fx.ForceNiagaraVMBinaryDump,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.ForceNiagaraVMBinaryDump=<值>` / `fx.ForceNiagaraVMBinaryDump <值>` 或 INI 中配置,If > 0 all translation generated binary text will be dumped \n,ECVF_Default
fx.ForceSafeScriptAttributeTrim,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.ForceSafeScriptAttributeTrim=<值>` / `fx.ForceSafeScriptAttributeTrim <值>` 或 INI 中配置,If > 0 attribute trimming will use a less aggressive algorithm for removing script attributes. \n,ECVF_Default
fx.FXAllowParticleMeshLODs,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.FXAllowParticleMeshLODs=<值>` / `fx.FXAllowParticleMeshLODs <值>` 或 INI 中配置,If we allow particle meshes to use LODs or not,ECVF_Default
fx.GPUSimulationDynTextureSizeXY,CVar,string,,fx,材质,All,false,true,false,false,false,,`fx.GPUSimulationDynTextureSizeXY=<值>` / `fx.GPUSimulationDynTextureSizeXY <值>` 或 INI 中配置,GPU Particle simulation texture XY dimension when dynamic resizing is enabled (default=16),ECVF_ReadOnly
fx.GPUSimulationTextureSizeX,CVar,string,,fx,材质,All,false,true,false,false,false,,`fx.GPUSimulationTextureSizeX=<值>` / `fx.GPUSimulationTextureSizeX <值>` 或 INI 中配置,"GPU Particle simulation texture X dimension (default=1024); set in project renderer settings, potentially overridden by device profile.",ECVF_ReadOnly
fx.GPUSimulationTextureSizeY,CVar,string,,fx,材质,All,false,true,false,false,false,,`fx.GPUSimulationTextureSizeY=<值>` / `fx.GPUSimulationTextureSizeY <值>` 或 INI 中配置,"GPU Particle simulation texture Y dimension (default=1024); set in project renderer settings, potentially overridden by device profile.",ECVF_ReadOnly
fx.GPUSort.BufferSlack,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.GPUSort.BufferSlack=<值>` / `fx.GPUSort.BufferSlack <值>` 或 INI 中配置,Slack ratio when resizing GPU sort buffers. Must be bigger than 1 (default=2),ECVF_Default
fx.GPUSort.FrameCountBeforeShrinking,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.GPUSort.FrameCountBeforeShrinking=<值>` / `fx.GPUSort.FrameCountBeforeShrinking <值>` 或 INI 中配置,Number of consecutive frames where the GPU sort buffer is considered oversized before allowing shrinking. (default=100),ECVF_Default
fx.GPUSort.MinBufferSize,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.GPUSort.MinBufferSize=<值>` / `fx.GPUSort.MinBufferSize <值>` 或 INI 中配置,"Minimum GPU sort buffer size, in particles (default=8192)",ECVF_Default
fx.GPUSort.StressTest,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.GPUSort.StressTest=<值>` / `fx.GPUSort.StressTest <值>` 或 INI 中配置,Force a stress test on the GPU sort by release persistent data every frame (default=0),ECVF_Cheat
fx.InvalidateCachedScripts,Command,string,,fx,通用,All,true,false,false,false,false,,`fx.InvalidateCachedScripts`（可带参数，具体见帮助说明）,Invalidate Niagara script cache by making a unique change to NiagaraShaderVersion.ush which is included in common.usf.,
fx.InvalidateNiagaraPerfBaselines,Command,string,,fx,通用,All,true,false,false,false,false,,`fx.InvalidateNiagaraPerfBaselines`（可带参数，具体见帮助说明）,Invalidates all Niagara performance baseline data.,
fx.LastRenderTimeSafetyBias,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.LastRenderTimeSafetyBias=<值>` / `fx.LastRenderTimeSafetyBias <值>` 或 INI 中配置,The time to bias the LastRenderTime value to allow for the delay from it being written by the RT.,ECVF_Default
fx.LoadAllNiagaraSystemsInFolder,Command,string,,fx,通用,All,true,false,false,false,false,,`fx.LoadAllNiagaraSystemsInFolder`（可带参数，具体见帮助说明）,Loads all niagara systems in the supplied directory and sub-directories.,
fx.LogCompileIdGeneration,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.LogCompileIdGeneration=<值>` / `fx.LogCompileIdGeneration <值>` 或 INI 中配置,"If > 0 all compile id generation will be logged. If 2 or greater, log detailed info. \n",ECVF_Default
fx.LogCompileStaticVars,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.LogCompileStaticVars=<值>` / `fx.LogCompileStaticVars <值>` 或 INI 中配置,If > 0 all compile id generation dealing with static variables will be logged.  \n,ECVF_Default
fx.LogNiagaraSystemChanges,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.LogNiagaraSystemChanges=<值>` / `fx.LogNiagaraSystemChanges <值>` 或 INI 中配置,If > 0 Niagara Systems will be written to a text format when opened and closed in the editor. \n,ECVF_Default
fx.LWCTileRecache,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.LWCTileRecache=<值>` / `fx.LWCTileRecache <值>` 或 INI 中配置,When we cross this number of LWC tiles from where we started the FX we need to recache the LWC tile to avoid artifacts.\n,ECVF_Default
fx.MaxNiagaraCPUParticlesPerEmitter,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.MaxNiagaraCPUParticlesPerEmitter=<值>` / `fx.MaxNiagaraCPUParticlesPerEmitter <值>` 或 INI 中配置,The max number of supported CPU particles per emitter in Niagara. \n,ECVF_Default
fx.MaxNiagaraGPUParticlesSpawnPerFrame,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.MaxNiagaraGPUParticlesSpawnPerFrame=<值>` / `fx.MaxNiagaraGPUParticlesSpawnPerFrame <值>` 或 INI 中配置,The max number of GPU particles we expect to spawn in a single frame.\n,ECVF_Default
fx.MaxNiagaraNeighborGridCells,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.MaxNiagaraNeighborGridCells=<值>` / `fx.MaxNiagaraNeighborGridCells <值>` 或 INI 中配置,The max number of supported grid cells in Niagara. Overflowing this threshold will cause the sim to warn and fail. \n,ECVF_Default
fx.MaxNiagaraNeighborQueryCells,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.MaxNiagaraNeighborQueryCells=<值>` / `fx.MaxNiagaraNeighborQueryCells <值>` 或 INI 中配置,The max number of supported grid cells for NeighborQuery. Overflowing this threshold will cause the sim to warn and fail.\n,ECVF_Default
fx.MaxNiagaraRasterizationGridCells,CVar,string,,fx,渲染管线,All,true,false,false,false,false,,`fx.MaxNiagaraRasterizationGridCells=<值>` / `fx.MaxNiagaraRasterizationGridCells <值>` 或 INI 中配置,The max number of supported grid cells in Niagara. Overflowing this threshold will cause the sim to warn and fail. \n,ECVF_Default
fx.Niagara.AllowAllDeviceProfiles,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.Niagara.AllowAllDeviceProfiles=<值>` / `fx.Niagara.AllowAllDeviceProfiles <值>` 或 INI 中配置,\n,ECVF_Default
fx.Niagara.AllowCullProxies,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.AllowCullProxies=<值>` / `fx.Niagara.AllowCullProxies <值>` 或 INI 中配置,Toggles whether Niagara will use Cull Proxy systems in place of systems culled by scalability.,ECVF_Default
fx.Niagara.AllowDeferredReset,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.AllowDeferredReset=<值>` / `fx.Niagara.AllowDeferredReset <值>` 或 INI 中配置,"If we are running async work when a reset is requested we will instead queue for the finalize to perform, this avoid stalling the GameThread.",ECVF_Default
fx.Niagara.AllowPrimedPools,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.AllowPrimedPools=<值>` / `fx.Niagara.AllowPrimedPools <值>` 或 INI 中配置,Allow Niagara pools to be primed.,ECVF_Default
fx.Niagara.AllowSystemStateResolve,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.Niagara.AllowSystemStateResolve=<值>` / `fx.Niagara.AllowSystemStateResolve <值>` 或 INI 中配置,"When enabled we allow system state to be resolved from the module, otherwise the module must be disabled.",ECVF_Default
fx.Niagara.AllowVisibilityCullingForDynamicBounds,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,`fx.Niagara.AllowVisibilityCullingForDynamicBounds=<值>` / `fx.Niagara.AllowVisibilityCullingForDynamicBounds <值>` 或 INI 中配置,"Allow async work to continue until the end of the frame, if false it will complete within the tick group it's started in.",ECVF_Default
fx.Niagara.Analytics.ReportOnCook,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.Niagara.Analytics.ReportOnCook=<值>` / `fx.Niagara.Analytics.ReportOnCook <值>` 或 INI 中配置,If true then basic system info will be gathered and reported as part of the editor analytics for every cooked system.,ECVF_Default
fx.Niagara.Array.PositionDebugRadius,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.Niagara.Array.PositionDebugRadius=<值>` / `fx.Niagara.Array.PositionDebugRadius <值>` 或 INI 中配置,When using the Niagara Debugger the radius of position array debug display,ECVF_Default
fx.Niagara.AsyncGpuTrace.GlobalSdfEnabled,CVar,string,,fx,RHI/底层渲染接口,All,true,false,false,false,false,,`fx.Niagara.AsyncGpuTrace.GlobalSdfEnabled=<值>` / `fx.Niagara.AsyncGpuTrace.GlobalSdfEnabled <值>` 或 INI 中配置,If disabled AsyncGpuTrace will not be supported against Global SDF.,ECVF_Default
fx.Niagara.AsyncGpuTrace.HWRayTrace.Inline,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.Niagara.AsyncGpuTrace.HWRayTrace.Inline=<值>` / `fx.Niagara.AsyncGpuTrace.HWRayTrace.Inline <值>` 或 INI 中配置,If disabled AsyncGpuTrace will not be supported against the HW ray tracing scene.,ECVF_Default
fx.Niagara.AsyncGpuTrace.HWRayTraceEnabled,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.Niagara.AsyncGpuTrace.HWRayTraceEnabled=<值>` / `fx.Niagara.AsyncGpuTrace.HWRayTraceEnabled <值>` 或 INI 中配置,If disabled AsyncGpuTrace will not be supported against the HW ray tracing scene.,ECVF_Default
fx.Niagara.AsyncTrace.CountsScratchPadBucketSize,CVar,string,,fx,后处理,All,true,false,false,false,false,,`fx.Niagara.AsyncTrace.CountsScratchPadBucketSize=<值>` / `fx.Niagara.AsyncTrace.CountsScratchPadBucketSize <值>` 或 INI 中配置,Scratch bucket size for the async gpu trace counts buffer. This buffer requires 4. \n,ECVF_Default
fx.Niagara.AsyncTrace.ScratchPadBucketSize,CVar,string,,fx,渲染管线,All,true,false,false,false,false,,`fx.Niagara.AsyncTrace.ScratchPadBucketSize=<值>` / `fx.Niagara.AsyncTrace.ScratchPadBucketSize <值>` 或 INI 中配置,Size (in elements) for async gpu traces scratch buffer buckets. \n,ECVF_Default
fx.Niagara.BaselineGenerationDelay,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.BaselineGenerationDelay=<值>` / `fx.Niagara.BaselineGenerationDelay <值>` 或 INI 中配置,Time we delay before match start for generating niagara perfoamnce baselines in a cooked game. \n,ECVF_Default
fx.Niagara.Batcher.DebugLogging,CVar,string,,fx,GI,All,true,false,false,false,false,,`fx.Niagara.Batcher.DebugLogging=<值>` / `fx.Niagara.Batcher.DebugLogging <值>` 或 INI 中配置,Enables a lot of spew to the log to debug the batcher.,ECVF_Default
fx.Niagara.Batcher.DumpSortedSimulations,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,`fx.Niagara.Batcher.DumpSortedSimulations=<值>` / `fx.Niagara.Batcher.DumpSortedSimulations <值>` 或 INI 中配置,Will dump sorted simulations to the log for the provided number of frames.,ECVF_Default
fx.Niagara.Batcher.TickFlush.MaxPendingTicks,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.Batcher.TickFlush.MaxPendingTicks=<值>` / `fx.Niagara.Batcher.TickFlush.MaxPendingTicks <值>` 或 INI 中配置,The maximum number of unprocess ticks before we process them.\n,ECVF_Default
fx.Niagara.Batcher.TickFlush.MaxQueuedFrames,CVar,string,,fx,渲染管线,All,true,false,false,false,false,,`fx.Niagara.Batcher.TickFlush.MaxQueuedFrames=<值>` / `fx.Niagara.Batcher.TickFlush.MaxQueuedFrames <值>` 或 INI 中配置,The number of unprocessed frames with queued ticks before we process them.\n,ECVF_Default
fx.Niagara.Batcher.TickFlush.Mode,CVar,string,,fx,通用,All,true,false,false,false,false,,`fx.Niagara.Batcher.TickFlush.Mode=<值>` / `fx.Niagara.Batcher.TickFlush.Mode <值>` 或 INI 中配置,What to do when we go over our max queued frames.\n,ECVF_Default
fx.Niagara.CleanStatelessEmitterHandles,CVar,string,,fx,后处理,All,true,false,false,false,false,,`fx.Niagara.CleanStatelessEmitterHandles=<值>` / `fx.Niagara.CleanStatelessEmitterHandles <值>` 或 INI 中配置,When enabled stateless emitter handles will clean the stateful emitter during cook to save memory.,ECVF_Default
